s2323,25419
s516,31823
s2205,28356
s1569,19063
s6235,28733
s2941,40277
s4008,3145
s2692,16951
s2296,35252
s3057,24800
s1322,38592
s7585,37877
s6944,37592
s107,33293
s817,30233
s8854,34319
s3295,24965
s1787,28810
s4306,44509
s1023,13142
s4664,40894
s4034,1391
s2910,39309
s1303,16535
s4859,15474
s9657,19801
s2107,4935
s9443,33559
s6466,4657
s2895,25321
s7158,14428
s904,33144
s1639,35291
s2910,10971
s1875,16802
s757,44244
s196,37854
s8387,35295
s1164,32453
s3419,10308
s4738,17724
s3514,22538
s1266,38592
s7532,35283
s6239,10004
s7867,39339
s2946,44865
s4760,2661
s1023,81
s2279,823
s4909,2743
s768,21173
s6253,26088
s2106,30357
s2824,15438
s591,9155
s8474,14839
s1776,12155
s3577,29151
s3241,11121
s752,39339
s3091,29151
s5465,43620
s8948,152
s2506,17983
s673,8249
s3468,30080
s135,12201
s171,24832
s3689,10261
s9463,43490
s3017,12442
s2368,42070
s1865,12016
s434,19353
s8006,31116
s4314,26690
s2406,27988
s1030,22418
s7260,6545
s8006,44933
s2711,5439
s1441,25708
s2829,8227
s872,4331
s1045,19610
s3997,45378
s414,10429
s286,30232
s8490,31486
s1447,34172
s5103,672
s7348,1391
s1258,18603
s6760,31488
s5137,17654
s958,11121
s5007,42078
s6908,23608
s9084,28210
s288,45052
s2685,17246
s6690,11121
s3981,30413
s461,16130
s3321,17546
s6960,9155
s2729,18353
s7783,13500
s1925,45378
s6640,15692
s3168,24692
s1490,14300
s5593,16304
s8763,3830
s7476,1523
s8160,13142
s4125,35126
s103,35308
s21,13448
s7104,25708
s301,40153
s4491,28484
s1307,8048
s4008,123
s6959,8048
s7526,35291
s989,17546
s288,44906
s1636,27539
s5186,4924
s273,28735
s4544,14693
s3427,28074
s8702,40067
s2388,3736
s2154,23378
s7991,1729
s5042,18089
s3034,24980
s1501,15819
s273,17654
s2755,26690
s7476,19469
s5836,1729
s7476,36191
s8567,30712
s2515,44541
s3016,41486
s8952,3291
s1318,24614
s5380,6220
s5836,534
s1732,411
s8842,63
s289,2917
s5449,24001
s1325,6562
s1678,11359
s3208,37656
s627,13551
s6308,9931
s2340,33333
s7140,3008
s9112,23791
s2477,35499
s4148,17246
s6387,27618
s7782,32255
s1338,11027
s2296,44539
s1678,9566
s5532,5107
s660,5787
s4138,5439
s381,7811
s7258,31678
s8952,19307
s9071,19315
s8246,3291
s5628,35959
s2357,33821
s3341,16298
s7532,23617
s1865,8741
s8186,30112
s661,25142
s4760,12661
s8856,24119
s9461,21119
s673,30296
s1268,34532
s389,17246
s3574,6220
s2205,27803
s3560,7673
s1318,16059
s2653,28926
s195,14007
s495,538
s198,33917
s5997,26474
s9002,27747
s7147,31855
s1519,28371
s2233,16442
s2143,2049
s338,2836
s922,29512
s3765,41651
s3004,35963
s7783,33144
s5147,8544
s2303,8014
s8792,25365
s2747,28768
s2613,31979
s5585,43015
s8412,3973
s6367,4832
s7361,19117
s4718,11027
s159,5217
s9637,31314
s4306,3345
s1307,34067
s845,43037
s7216,1562
s1787,6572
s1639,30941
s196,15577
s2824,14839
s8932,33447
s5047,10776
s3633,30774
s21,35921
s2747,9648
s5165,1466
s747,18127
s3145,15587
s397,20657
s2783,28635
s3016,21832
s7983,17828
s2152,33017
s8023,27618
s7565,44612
s3294,29738
s286,44684
s7517,13196
s9648,24800
s148,27574
s1008,10514
s4909,33883
s958,7264
s5833,32419
s6088,17246
s8369,45492
s7380,34168
s2945,3685
s1264,1376
s654,11121
s471,25780
s6525,8552
s6944,15819
s841,24692
s2299,19124
s477,14031
s8277,34319
s8456,24614
s2387,23608
s783,17027
s8732,33441
s5836,33978
s3390,38898
s6059,27991
s4412,11734
s7517,33824
s1255,30621
s845,11101
s9634,17246
s1006,10490
s3577,10308
s9538,40894
s8662,37828
s4063,25708
s1447,9376
s3038,16656
s5704,18741
s1596,32419
s1325,1334
s2363,41712
s414,43457
s3577,33133
s7983,28845
s6139,10965
s1466,39339
s1379,44002
s2311,28887
s1490,29043
s4034,27574
s5193,3254
s6853,12620
s973,44039
s2397,34298
s8763,13276
s2758,18603
s2575,45378
s4990,24298
s7782,41567
s744,3973
s8361,24137
s3937,12142
s268,32370
s3278,32572
s4760,3290
s1513,6552
s6926,826
s792,6903
s7258,15587
s422,7337
s8467,38955
s8079,14072
s8100,29718
s6088,16879
s6376,29498
s3004,16322
s3030,18741
s6590,42885
s6302,4802
s2625,29151
s5005,33447
s6239,18018
s1658,21060
s1298,28926
s1466,38746
s943,27747
s1636,5427
s1540,27036
s8336,15836
s8952,38592
s7890,16063
s4039,32443
s5997,9833
s6489,14072
s435,38238
s4129,10200
s733,30569
s8002,27002
s8761,213
s2741,29737
s1565,12155
s8567,2917
s5165,43884
s9127,17208
s2616,6220
s8613,24089
s7728,25930
s574,32579
s2616,19182
s3330,1374
s6239,39936
s6834,7624
s922,152
s3718,10200
s8186,12803
s4619,22418
s1787,13155
s5272,25321
s4270,44684
s7499,4997
s5040,39904
s1317,2661
s2067,1856
s6448,13767
s5380,17548
s879,39339
s4573,39509
s8849,43229
s6979,972
s2849,21611
s195,24894
s1776,16995
s9007,38640
s3224,41567
s2162,25930
s622,23811
s257,39504
s8299,17866
s3241,1241
s1264,36025
s4697,466
s5532,18395
s8490,1686
s1063,12297
s5272,11027
s7104,32579
s2235,1686
s330,17804
s6260,40259
s6145,44531
s558,41649
s8626,17866
s6769,12319
s8977,34154
s1535,34084
s6427,762
s1379,37
s1379,16802
s6689,12442
s1630,1466
s242,30786
s9402,16276
s61,26
s9581,9019
s9587,25365
s7429,18089
s2681,33705
s8261,44612
s3981,39509
s757,10421
s1045,12941
s7209,2836
s1086,11101
s1429,44612
s4922,12880
s7516,32843
s279,34298
s1963,2104
s1645,25170
s3807,41567
s8817,1523
s1166,34301
s7783,34532
s2422,22331
s48,45485
s1015,16276
s8079,44644
s6899,41740
s8187,35283
s9377,28231
s3071,17610
s8854,13821
s8369,672
s9112,20023
s5997,6334
s2196,24205
s1233,21527
s3194,24001
s6386,27523
s9024,3759
s5571,30240
s3427,37815
s5449,45052
s2027,466
s2783,10089
s4039,32370
s5015,39309
s3409,43324
s8995,27511
s1257,33333
s6712,23292
s7499,41651
s1045,7733
s8277,31113
s1172,27825
s904,7830
s1212,38667
s9388,1403
s4977,17986
s3364,12845
s2027,19496
s7516,213
s9402,27803
s8763,32443
s4275,33411
s3062,21173
s6782,19353
s1361,26
s4825,28810
s7895,45223
s2027,1241
s1864,16298
s5733,6220
s9178,44323
s495,31483
s886,4605
s8160,19587
s8977,22399
s4207,25956
s3577,31855
s3317,1242
s21,45179
s8474,21611
s633,17671
s513,3531
s2508,32419
s1161,7955
s6253,22463
s3401,33705
s8673,15888
s2388,14428
s1276,5332
s5577,33551
s6253,1429
s2279,15669
s2205,3938
s1865,25781
s1266,41712
s1076,41740
s2945,1684
s2380,30413
s1705,40067
s5103,34229
s8146,22399
s1513,10200
s8046,12442
s2685,40997
s2890,19908
s5833,35963
s2295,13276
s2233,20657
s3161,17845
s508,16059
s1065,2315
s7602,30774
s1351,40067
s1925,25708
s3129,23617
s508,1376
s8369,28074
s9648,26738
s3505,1429
s5040,10776
s846,22575
s1255,15812
s2281,2794
s3202,12880
s1873,277
s461,14947
s5718,14300
s5532,6505
s9112,18255
s6352,45092
s1554,11295
s6610,152
s8553,1376
s2406,7093
s9247,41567
s9218,45485
s2279,27831
s8046,33541
s8842,7673
s6945,13623
s5833,32843
s7455,4605
s5186,6552
s1538,32129
s8006,9298
s9006,15796
s1542,5066
s3208,6628
s3822,39365
s8952,27539
s5005,8249
s6501,7337
s591,35283
s1542,18892
s279,13867
s243,17908
s4491,972
s5973,25965
s733,23840
s5483,43958
s7326,37860
s7428,11286
s6960,8230
s6944,43098
s6308,15438
s9581,22649
s6239,3066
s6690,32443
s9006,45442
s1617,7437
s3914,26047
s3049,12080
s338,40625
s7104,6619
s5733,30357
s273,12297
s6427,16298
s9453,17724
s1226,42661
s879,9920
s1325,12589
s1441,27747
s1325,10079
s1164,35558
s3334,6192
s8856,2715
s2763,2661
s1597,15948
s2388,18350
s8995,34298
s6170,9921
s2598,38747
s328,37444
s4519,37854
s9194,14964
s4948,44323
s2755,15384
s1070,19610
s574,38547
s1917,12528
s879,6550
s9626,59
s4638,12941
s3689,22669
s580,38547
s1963,37073
s1307,39400
s4116,43924
s5593,37592
s1045,32370
s1260,45296
s495,29044
s198,30633
s2299,7549
s3323,44433
s6944,213
s2387,39399
s471,5107
s9639,35465
s8537,4940
s9118,17548
s478,35295
s9547,43059
s88,28356
s144,26690
s3168,43603
s4270,7830
s4306,20250
s5536,32129
s2862,15796
s8358,19307
s4782,14911
s2295,3290
s23,31260
s845,3345
s1542,15581
s9587,42149
s6239,39339
s6896,411
s5704,13196
s1203,205
s1023,23608
s4206,38536
s513,11037
s2618,27520
s792,30774
s411,16298
s7920,34154
s9018,41649
s2459,12527
s1508,16276
s1167,35308
s207,43059
s5040,40997
s2860,33559
s4970,43490
s1441,25780
s3229,8048
s1196,6543
s8662,42891
s1327,31488
s9084,12845
s293,32929
s4063,2183
s5593,7199
s5577,37379
s1089,19908
s8187,17027
s6052,41712
s2928,22364
s4894,33906
s9127,28845
s2692,15438
s7856,2257
s8261,15880
s6917,13821
s3427,40385
s3468,43924
s2884,17866
s1244,9833
s7276,26999
s4312,960
s386,6858
s9127,19563
s386,14551
s1255,32576
s1203,41887
s5540,42369
s1447,8230
s2778,35811
s8567,17983
s3093,3830
s9643,35108
s6235,16995
s3325,43037
s2128,11121
s8613,7737
s88,38746
s4738,34444
s7517,35295
s6489,38746
s1529,10776
s2536,35499
s8862,11503
s4206,39774
s558,23227
s555,22325
s2694,23292
s8842,31486
s2922,23063
s1031,14911
s926,7340
s882,154
s2932,22575
s1728,19908
s189,31113
s257,26088
s767,23845
s2026,7140
s6260,26999
s3334,30774
s1136,1801
s4024,6329
s8369,43828
s6990,3103
s4757,34535
s540,44541
s2941,39904
s7603,43287
s9402,42438
s1637,9236
s1622,3051
s1260,28404
s5028,43101
s9402,6184
s904,41486
s9118,31647
s5415,16879
s8490,36461
s7856,15819
s1705,25419
s6489,3345
s6178,5107
s615,19078
s7728,13155
s7471,19078
s5973,12965
s1031,10832
s2830,6329
s4703,20023
s3765,12527
s5042,213
s3004,33550
s3185,16187
s1596,10537
s1325,6562
s8906,11119
s3718,41712
s6059,27825
s1309,13821
s1322,24614
s3091,40128
s8456,22418
s5781,30633
s6352,29718
s9639,10772
s3341,3254
s8146,42070
s4672,13800
s2303,20509
s3664,35432
s1235,31670
s4377,27579
s3017,24001
s2334,902
s9626,4352
s7147,1849
s9112,2917
s1555,34535
s768,16656
s926,22199
s7867,24771
s8854,16191
s1622,12661
s3341,39733
s9369,40331
s3765,400
s8767,18350
s7472,3051
s6712,41707
s9547,5821
s4522,8879
s989,13623
s8761,28456
s5007,41130
s536,10537
s825,15796
s8246,24089
s2363,21704
s1290,17511
s8906,43884
s9547,17735
s1413,30941
s1257,1562
s2104,45092
s2659,30621
s1120,24438
s5042,45119
s273,38473
s5098,8370
s1519,43738
s5137,15581
s7890,45179
s1266,7064
s1063,30364
s3145,40483
s745,23063
s3038,10976
s2388,13106
s3076,931
s6700,28074
s1873,41887
s3259,30271
s5754,33737
s6452,33574
s4081,43620
s1733,30515
s1084,11366
s7983,90
s7326,36461
s845,27999
s792,2104
s1466,1334
s4116,8370
s9016,25142
s3016,19610
s1311,4924
s1063,33824
s5172,15880
s7348,5896
s4138,14498
s6386,829
s3434,6505
s8006,15577
s6239,7811
s5704,24119
s8499,3938
s8775,30411
s3034,15581
s7399,45492
s4718,33737
s435,8227
s1625,18826
s48,44146
s9532,30786
s2860,40067
s6386,1376
s3017,6764
s6466,34833
s3046,2715
s5474,30621
s1089,31855
s9194,27009
s3427,26973
s7286,8809
s1732,19353
s8369,40259
s1236,42926
s746,29512
s1705,9298
s5571,33978
s7209,34172
s2270,37656
s4841,40997
s2282,41649
s148,29906
s8993,32453
s3093,38547
s3900,31881
s989,28963
s9369,25365
s242,45462
s8100,26147
s886,972
s2207,10431
s7530,1856
s3034,12381
s3503,30361
s4519,41091
s9493,19888
s841,33724
s3321,27539
s3325,19179
s5249,14467
s846,9920
s8479,19307
s3468,44531
s2446,35126
s3503,30271
s1865,13500
s7517,29738
s875,9921
s2311,10200
s4567,2183
s2998,9974
s9553,1429
s1361,16322
s396,13847
s3321,37860
s2184,36573
s5033,7865
s6960,4832
s3341,41485
s3091,35249
s1258,14072
s2721,40153
s2396,5513
s4664,16059
s2014,2183
s7135,7505
s8977,40385
s2613,35465
s1164,41193
s9581,9155
s2694,19610
s3997,3759
s2941,38473
s257,34899
s1875,14693
s5111,38680
s6235,17947
s1565,32625
s8549,106
s8849,18127
s3067,16951
s5033,8741
s633,10971
s2279,41486
s2429,39904
s7782,11168
s1555,39904
s3229,29484
s435,36865
s2105,23617
s2741,27825
s3259,33017
s1501,10581
s2311,12527
s3495,19353
s8960,41887
s6853,4331
s5137,4329
s4523,11119
s1535,24692
s1622,32590
s8491,23840
s5147,1391
s3431,37073
s6899,29484
s2884,18146
s1689,3409
s1866,22186
s4100,14693
s6086,38536
s2895,30361
s3016,26474
s3502,44541
s2747,5171
s2958,32957
s882,28666
s7530,16995
s1307,37860
s6151,43490
s1583,17214
s8299,10089
s872,22325
s872,35963
s5973,6334
s7320,1684
s2616,1391
s1645,10976
s7788,14947
s8730,4657
s478,18826
s2637,18146
s1253,19801
s2270,30290
s2741,45052
s9461,59
s7812,22888
s1658,11503
s1244,9019
s4270,17610
s7104,6329
s5980,15880
s3279,16322
s513,3520
s7813,21611
s171,45296
s1413,18395
s5015,23218
s8046,33821
s7471,23063
s8326,960
s4097,31488
s196,2921
s728,31979
s2890,7737
s4948,2743
s2598,27574
s7471,35283
s3161,22418
s9648,22418
s930,826
s3758,31486
s6690,3051
s461,41091
s633,19041
s6945,43828
s421,16059
s5474,30948
s4312,42369
s8398,19610
s1015,32537
s5718,17214
s4718,2743
s8261,37877
s9639,2367
s5396,5107
s1801,18425
s6945,6259
s434,26048
s3241,30271
s7783,15474
s4097,43440
s4292,960
s4063,27523
s1801,34207
s2637,16656
s1864,19322
s674,9717
s9218,33448
s4970,38548
s3567,30290
s9150,30712
s4545,17610
s4774,6619
s6500,26999
s3549,29953
s7571,33917
s3224,23811
s513,33550
s6979,40997
s7476,23233
s5179,22463
s2154,24765
s3695,34154
s4100,38592
s4877,41810
s6979,23292
s9443,35252
s6834,42078
s2932,25372
s3276,466
s4713,10971
s3038,33144
s5094,15379
s1076,18603
s8100,4990
s2958,27747
s2842,45296
s9150,44039
s700,20250
s9178,17650
s126,15379
s3034,3711
s4922,23292
s8398,14693
s904,2315
s7209,7505
s8467,20022
s1866,38473
s1030,24137
s5540,28484
s999,3103
s6386,45442
s879,12965
s6086,6505
s8767,19397
s2207,30366
s1351,19908
s7676,12528
s8626,20509
s8834,44146
s2932,28815
s7194,1720
s5592,28173
s8186,1403
s2020,822
s3914,44183
s1597,38670
s633,45604
s4125,35959
s7428,6295
s9118,16191
s4113,1720
s7617,2835
s2162,12319
s1630,829
s1804,35308
s1441,16276
s911,1376
s1602,15098
s1901,30290
s2681,11643
s4008,22311
s1166,29043
s6392,29922
s1031,45313
s1554,21611
s2813,25817
s8023,13180
s61,1384
s3503,16656
s148,43924
s6057,30366
s471,15577
s7326,13106
s513,14964
s2422,15581
s5033,17724
s4011,6192
s2334,37716
s4664,30976
s3291,6295
s9118,29484
s926,29044
s7257,45289
s5713,35499
s2681,2531
s8002,7731
s6960,13551
s3241,34532
s846,17845
s6711,37592
s8601,44323
s2616,16802
s1233,4802
s8842,37952
s1441,40385
s6638,11119
s4909,30361
s973,32572
s1351,18829
s189,28887
s2397,6628
s1298,672
s7216,17027
s1751,17214
s8702,39774
s1838,9920
s8277,9626
s2575,3008
s1333,27049
s1846,26690
s5631,44244
s8398,45604
s5103,26506
s8842,19117
s1622,43457
s2334,12297
s8326,43738
s6782,17783
s603,35499
s4148,34540
s1864,4191
s6178,43287
s8372,11553
s8775,19124
s4081,2183
s396,40067
s1925,26922
s8412,24980
s2334,25781
s4970,27831
s3695,13623
s3364,29965
s1838,45420
s8277,32572
s5193,35963
s1351,9376
s2875,1801
s2492,24001
s4125,14839
s5200,45223
s2026,42078
s3295,36137
s477,32537
s3034,25781
s1233,32527
s3076,44684
s1089,34540
s7135,123
s3010,15819
s5973,1567
s1236,31493
s2286,12381
s9533,26973
s2286,42661
s8763,3830
s8412,6562
s6088,28947
s8331,9155
s423,16298
s2144,4593
s5449,35553
s2108,30232
s9178,36197
s1819,2521
s2119,22325
s4063,27520
s7481,205
s8300,41651
s6139,33333
s1276,8544
s9510,5787
s8361,356
s3893,3483
s3717,44906
s2429,20891
s8906,37379
s1538,15669
s8331,27991
s7647,34540
s1074,41485
s4116,42501
s2580,30225
s3822,15948
s5094,2183
s1637,17983
s2887,22669
s5098,38238
s2536,41567
s5754,9826
s2396,27991
s3813,26
s4877,1720
s6590,31262
s3695,30774
s6307,205
s3325,26048
s4688,34296
s4270,43738
s923,14007
s6488,14947
s4583,1326
s6922,34540
s9657,24065
s3695,123
s1625,123
s3549,14031
s6614,13155
s6881,23227
s231,43738
s5628,17908
s1218,24438
s1167,43603
s1333,32929
s958,36461
s7194,466
s6387,18829
s3833,33876
s3180,18353
s288,38547
s4713,26999
s2575,3008
s2396,43457
s2281,16191
s746,32070
s4697,26690
s3380,40436
s2778,40551
s1713,418
s4544,32579
s3276,31855
s3822,23292
s7569,28887
s8046,2531
s5098,36137
s8186,44891
s2778,5332
s23,30948
s3241,8014
s7728,11005
s1203,31262
s3330,16077
s3972,3762
s5172,42149
s1873,11121
s6178,34833
s7565,13867
s7471,44217
s1303,15692
s3767,20775
s2922,10079
s6448,7505
s1167,356
s761,39796
s1244,11005
s819,6628
s3976,39936
s9461,30633
s2282,44509
s3384,28570
s3611,7337
s6610,245
s2152,19124
s9266,43899
s8995,19675
s9626,3291
s7167,9515
s6959,28173
s1555,22331
s4757,45420
s2067,27803
s8549,23686
s9183,17947
s4638,15577
s3180,34084
s8023,12822
s2548,27999
s5540,10581
s2235,7093
s3689,24284
s700,21544
s7693,27825
s661,5107
s4097,24980
s9273,12969
s3024,40436
s9402,672
s9648,2835
s6525,1374
s135,29151
s7895,14031
s5833,40153
s2208,28963
s6151,37
s4207,34535
s1327,24800
s21,19587
s1063,11340
s1948,3345
s9273,31262
s8804,5896
s9547,28173
s103,33551
s5980,28371
s7158,26147
s495,22199
s449,31678
s5063,29737
s5997,19510
s2107,25708
s4544,28768
s6308,13847
s7530,6552
s9643,38670
s2783,6903
s4688,25365
s2695,3103
s9006,643
s19,19888
s8761,12155
s1945,213
s1554,3736
s6525,17548
s943,400
s2813,43098
s6151,21799
s8673,25170
s6842,9931
s1067,28808
s2875,1429
s3017,9376
s9121,22331
s3409,24800
s4010,25922
s5028,3483
s4697,33492
s516,1684
s1089,24800
s207,16879
s23,4990
s4010,30774
s1015,34298
s1732,45431
s9377,8544
s7934,9298
s3505,33144
s744,1684
s1412,3103
s7617,38670
s4573,13106
s2206,28585
s2875,19353
s2564,33492
s3293,21119
s3514,22288
s8372,30774
s2506,26088
s7167,25708
s2279,37656
s1226,12319
s2580,24284
s2027,11101
s7602,8544
s1630,39624
s1596,37952
s684,44146
s1327,11566
s9639,38547
s5701,44891
s5942,13965
s3611,37656
s4526,42885
s3317,11734
s9547,25639
s9443,35921
s8023,23617
s7217,40277
s2429,9826
s2205,13994
s4545,29512
s7380,2330
s396,33876
s8222,1562
s8537,3759
s7782,33883
s3718,35921
s3444,20891
s4782,12381
s1450,9376
s5103,15925
s1450,7199
s6500,17845
s2281,17983
s5172,10776
s434,4605
s3241,32929
s9637,823
s4459,17511
s916,14768
s2979,11653
s4526,39784
s8160,17214
s6614,12620
s309,10776
s6644,9974
s4039,37877
s6178,16063
s1656,39904
s886,10200
s5047,38680
s1787,18089
s2958,154
s9639,28456
s1720,4924
s4977,3409
s2368,45289
s2681,28585
s2295,13440
s3685,11503
s338,7849
s7634,3938
s6308,3976
s7511,7906
s841,20775
s4616,32590
s904,2049
s9522,4593
s9377,6572
s697,15669
s2763,24137
s48,5821
s603,22188
s5973,37877
s5193,8917
s744,20738
s6308,32527
s7481,5066
s2813,10965
s135,19124
s8261,6550
s5564,31463
s2119,31116
s9357,7865
s2819,42438
s6427,30112
s1535,21527
s1875,826
s2813,8917
s5305,36338
s6760,25708
s7194,29498
s1447,11627
s8398,24965
s1324,14962
s411,38547
s508,36609
s9453,29737
s3016,4935
s198,63
s2108,14914
s8787,44244
s1636,25930
s8372,829
s191,16928
s288,13623
s1309,28735
s923,1946
s654,9931
s1120,18146
s3505,22331
s1554,12589
s159,32456
s311,15474
s2653,19307
s6614,28470
s806,32419
s3633,10559
s6057,931
s853,36191
s7895,123
s761,23785
s2979,15587
s9047,30240
s1946,3291
s8490,30361
s8662,20502
s580,26147
s2295,17511
s7983,33737
s916,28427
s2884,31855
s1076,36137
s841,2330
s4275,30515
s6308,39904
s1617,4802
s7135,13142
s2564,1326
s4970,28735
s126,44644
s4573,13994
s1086,277
s2568,8917
s6853,20738
s8046,16452
s1787,41193
s2928,34540
s3034,9717
s6641,14943
s8002,12769
s886,41226
s3325,32961
s4433,19908
s4125,14081
s9112,5168
s2623,18127
s4332,1849
s3334,25372
s477,10514
s7565,8227
s7282,14551
s8834,11005
s3040,16187
s4138,28055
s4011,37674
s9084,40331
s508,19117
s5585,10429
s3505,19496
s1540,10200
s3495,11037
s7728,2835
s4001,32767
s836,43691
s3030,10776
s2104,14962
s3237,15692
s8787,24771
s9357,33550
s8906,38746
s1322,20250
s6690,18892
s9493,2367
s7650,2661
s5042,27523
s5585,44644
s4011,38548
s5628,29922
s992,32443
s2128,45462
s7863,16187
s1264,9833
s3229,6628
s3431,41121
s4100,13448
s973,17246
s5396,2715
s9510,19961
s7326,41651
s338,23218
s2688,10079
s4332,43282
s2946,11101
s301,28173
s126,31271
s2575,7090
s4697,15692
s3325,28733
s4332,22235
s2842,12297
s6679,5498
s1948,15888
s8862,27999
s7904,245
s7890,19397
s4974,20509
s8849,27523
s3341,3685
s1023,7090
s196,36461
s1569,30411
s1751,31262
s7934,25817
s2830,16928
s7693,16059
s1317,44002
s2260,19510
s6086,13440
s1565,28404
s8952,4997
s1006,33559
s8537,39796
s2196,7731
s3038,31116
s2685,1241
s3039,10603
s9071,12965
s381,10421
s7135,3103
s886,11359
s2445,17546
s257,11119
s1917,3008
s7849,9826
s7585,23419
s5836,31488
s1361,40436
s3767,36311
s2692,24248
s7526,20694
s2729,30937
s7867,19675
s1429,3464
s2014,16995
s6908,19124
s7257,27009
s7547,22538
s1931,1720
s7565,6858
s3276,43059
s5942,7131
s2363,34296
s6525,19610
s3091,2531
s697,31098
s8761,8048
s5272,17309
s1963,45296
s2829,24298
s8499,23233
s904,6440
s591,19571
s3067,38473
s421,15581
s2623,15552
s2260,5171
s6712,8014
s3833,18741
s536,34505
s5973,30271
s8662,33821
s3633,3768
s107,19353
s2824,36137
s1212,43287
s5272,6334
s495,2531
s1569,12941
s4010,25148
s1264,26064
s3293,2715
s1231,11734
s48,34301
s4024,26999
s3004,30937
s2311,33768
s9584,17881
s973,31463
s3353,24800
s9584,11643
s421,33737
s198,7131
s4010,6220
s8300,42661
s1414,43738
s8261,7815
s1045,30364
s3321,19078
s1838,38530
s5137,37860
s3419,7624
s3303,32527
s21,11566
s2396,15474
s1683,9826
s2564,15948
s8553,43828
s1244,42501
s4001,39399
s6086,22575
s6492,44684
s6640,19182
s3034,17610
s9150,4935
s926,8249
s2272,16999
s1622,7815
s8763,10603
s2104,35252
s7895,25148
s3602,23552
s3057,1242
s191,672
s8499,40314
s5631,28484
s8319,45442
s3434,17724
s289,24894
s5593,33411
s2366,15474
s1447,41595
s4097,5896
s3976,2836
s3822,9921
s1637,28947
s3981,7849
s6944,42078
s8002,33144
s6959,20023
s3767,9931
s3875,1856
s5836,17511
s5571,14467
s9538,10832
s7491,2873
s2363,35249
s6635,18892
s4877,22288
s3577,40328
s8261,3531
s2755,8716
s5094,34532
s3295,19563
s273,32843
s2932,14072
s9241,9833
s5465,28735
s2849,8716
s1006,28470
s8023,29906
s3129,9931
s1302,16995
s580,36191
s752,18022
s6782,13448
s421,6562
s5395,8060
s6270,10040
s1297,25148
s7258,32255
s1166,39624
s8673,13800
s660,45296
s3549,9920
s212,2330
s1638,17654
s449,15581
s3875,10772
s1307,17654
s1678,15796
s144,40997
s2694,37860
s3039,16148
s9533,5478
s2941,36311
s4664,18574
s6352,14072
s330,42070
s2334,14081
s792,154
s1084,41130
s200,44002
s4616,3829
s8222,43287
s678,25922
s9587,829
s3948,33876
s1276,28210
s7399,28470
s7326,9118
s448,15852
s7867,6572
s8160,1241
s2613,12969
s2623,27539
