bookID,title,authors,average_rating,isbn,isbn13,language_code,num_pages,ratings_count,publication_date,publisher
4802,Tortilla Flat,John Steinbeck,3.83,141185112,9780141185118,en-GB,154,438,9/7/2000,Penguin Classics
15691,Caligula and Three Other Plays,Albert Camus,4.04,039440520X,9780394405209,fre,0,17,5/1/1966,Knopf
10445,Too Far to Go: The Maples Stories,John Updike,4.02,449200167,9780449200162,eng,256,361,6/12/1982,Fawcett Books
27803,The Jew of Malta,Christopher Marlowe\H. Havelock Ellis,3.6,486431843,9780486431840,en-US,80,2963,8/5/2003,Dover Publications
24832,The Illustrated Man,Ray Bradbury,4.14,553105574,9780553105575,eng,186,89,1/1/1976,Bantam Books
27574,A Tale of Love and Darkness,Amos Oz\Nicholas de Lange,4.22,015603252X,9780156032520,eng,560,5325,11/1/2005,Harvest / Harcourt
19182,Beowulf,Michael Morpurgo\Michael Foreman,3.85,763632066,9780763632069,eng,96,51,10/24/2006,Candlewick Press
11373,Main Street,Sinclair Lewis\Brooke Allen,3.77,1593080360,9781593080365,en-US,560,286,8/1/2003,Barnes  Noble Classics
18255,Oliver Twist,Charles Dickens,3.86,486424537,9780486424538,eng,368,2077,12/30/2002,Dover Publications
24800,House of Leaves,Mark Z. Danielewski,4.1,038560310X,9780385603102,eng,705,97710,3/7/2000,Random House
21295,The Firefly,P.T. Deutermann,3.77,312994818,9780312994815,eng,528,317,11/30/2004,St. Martin's Paperbacks
23785,The Complete Plays,Anton Chekhov\Laurence Senelick,4.47,393048853,9780393048858,eng,1060,222,1/3/2006,W. W. Norton & Company
33411,War with the Newts,Karel capek\M. Weatherall\R. Weatherall\Ivan Klima,4.17,810114682,9780810114685,eng,348,170,10/7/1996,Northwestern University Press
3830,A Taste for Death (Adam Dalgliesh  #7),P.D. James,4.02,1400096472,9781400096473,eng,459,10304,11/8/2005,Vintage
31722,Me Alquilo Para Soñar (Taller de Guion  #62),Gabriel Garcia MArquez,3.83,1400092965,9781400092963,spa,224,141,3/2/2004,Debolsillo
38680,Adventures of Huckleberry Finn,Mark Twain,3.82,440300282,9780440300281,eng,352,90,11/15/1977,Laurel
29512,Lost Continents,L. Sprague de Camp,3.65,486226689,9780486226682,en-US,363,108,6/1/1970,Dover Publications (NYC)
2521,Blood Done Sign My Name: A True Story,Timothy B. Tyson,4.15,1400083117,9781400083114,eng,368,2594,5/3/2005,Broadway Books
23685,Ranma 1/2  Vol. 36 (Ranma ½ (US 2nd)  #36),Rumiko Takahashi,4.14,142150507X,9781421505077,eng,182,863,11/1/2006,Viz Media
33565,Ocean of Words,Ha Jin,3.81,375702067,9780375702068,eng,205,419,7/28/1998,Vintage
106,Dune Messiah (Dune Chronicles #2),Frank Herbert,3.88,441172695,9780441172696,eng,331,97494,7/15/1987,Ace Books
22399,Invisible,Pete Hautman,3.84,689869037,9780689869037,eng,160,2311,11/28/2006,Simon Pulse
34535,Rincewind the Wizzard,Terry Pratchett,4.21,739403451,9780739403457,en-US,649,1585,1/1/1999,Science Fiction Book Club
11627,The Colossus and Other Poems,Sylvia Plath,4.19,375704469,9780375704468,eng,84,9140,5/19/1998,Vintage
16452,The Tall Pine Polka / Your Oasis on Flame Lake,Lorna Landvik,3.99,345487664,9780345487667,eng,752,177,10/4/2005,Ballantine Books
26472,Isak Dinesen: The Life of a Storyteller,Judith Thurman,4.06,312135254,9780312135256,en-US,512,1041,10/15/1995,Picador
30621,C.S. Lewis and the Catholic Church,Joseph Pearce,3.88,898709792,9780898709797,eng,175,165,3/17/2004,Ignatius Press
28570,The Devil's Teardrop,Jeffery Deaver,4,671038443,9780671038441,en-US,451,6283,4/1/2000,Simon & Schuster
24692,Melville: His World and Work,Andrew Delbanco,4.04,375702970,9780375702976,eng,448,273,9/12/2006,Vintage
15888,An Instance of the Fingerpost,Iain Pears,3.94,1573227951,9781573227957,eng,691,19134,4/1/2000,Riverhead Books
5896,The Woman in White,Wilkie Collins\Camille Cauti,4,1593082800,9781593082802,eng,635,624,4/25/2005,Barnes  Noble Classics
42210,Life Is a Dream,Pedro Calderon de la Barca,3.98,486421244,9780486421247,eng,96,346,7/1/2002,Dover Publications
11340,Jazz,Toni Morrison,3.81,679411674,9780679411673,eng,229,428,4/7/1992,Alfred A. Knopf
17208,Friday,Robert A. Heinlein,3.84,345414004,9780345414007,eng,384,23064,6/17/1997,Del Rey
5139,The Devil Wears Prada (The Devil Wears Prada  #1),Lauren Weisberger,3.74,307275558,9780307275554,eng,432,744569,5/30/2006,Anchor Books
45420,The Home Front,Brian Braithwaite\Noelle Walsh\Glyn Davies,3.4,852237510,9780852237519,eng,192,1,2/23/1989,Ebury Press
30515,Introducing Sartre (Introducing... S.),Philip Thody\Howard Read,3.58,1840466723,9781840466720,eng,176,53,4/24/2002,Icon Books
4435,Dry,Augusten Burroughs,4.03,1843541858,9781843541851,eng,295,1158,3/1/2005,Atlantic
36573,Ritual Sins,Anne Stuart,3.68,451192524,9780451192523,eng,396,682,10/1/1997,Onyx
30174,Undead and Unwed (Undead  #1),MaryJanice Davidson,3.82,1597221104,9781597221108,eng,392,89,12/31/2005,Wheeler Publishing
31488,The Rainbow Goblins,Ul De Rico,4.42,500277591,9780500277591,eng,32,1417,6/17/1978,Thames  Hudson
13994,Winds of Fury (Valdemar: Mage Winds #3),Mercedes Lackey,4.05,886776120,9780886776121,eng,423,12027,8/1/1994,DAW
23419,The Consolations of Philosophy,Alain de Botton,4.01,679779175,9780679779179,en-US,265,13499,4/3/2001,Vintage
14914,Pride and Prejudice,Jane Austen\Pat Rogers,4.26,521825148,9780521825146,eng,540,56,7/1/2006,Cambridge University Press
1326,Phaedrus and Letters VII and VIII,Plato\Walter Hamilton,4.1,140442758,9780140442755,en-US,160,226,1/30/1973,Penguin Classics
30937,The Complete Stories of Evelyn Waugh,Evelyn Waugh,3.99,316926604,9780316926607,eng,640,765,9/20/2000,Back Bay Books
30080,Beckett Football Card Price Guide,Dan Hitt\James Beckett III,0,1930692471,9781930692473,eng,830,0,9/1/2006,Beckett Media
15384,Garden State,Rick Moody,3.07,571200613,9780571200610,eng,212,714,8/19/2002,London : Faber  2002
13767,Red River  Vol. 16 (Red River  #16),Chie Shinohara,4.45,1421505584,9781421505589,eng,191,999,1/1/2007,Viz Media
12969,Winter's Tales,Isak Dinesen\Karen Blixen,3.9,679743340,9780679743347,eng,320,1464,6/1/1993,Vintage
1856,In Web Design for Libraries,Charles P. Rubenstein,2.67,1591583667,9781591583660,eng,196,9,12/1/2006,Libraries Unlimited
30036,Elric of Melnibone (The Elric Saga  #1),Michael Moorcock,3.89,441203981,9780441203987,eng,181,20559,7/15/1987,Ace Books
59,The Changeling Sea,Patricia A. McKillip,4.06,141312629,9780141312620,eng,137,4454,4/14/2003,Firebird
27049,Satan in Goray,Isaac Bashevis Singer\Jacob Sloan\Ruth R. Wisse,3.85,374524793,9780374524791,eng,288,853,7/31/1996,Farrar  Straus and Giroux
13965,King Solomon's Ring,Konrad Lorenz\Marjorie Kerr Wilson,4.23,415267471,9780415267472,eng,192,1509,8/11/2002,Routledge
40487,The Illustrated Story Of O,Doris Kloster\Pauline Reage,3.96,312266057,9780312266059,eng,160,24,9/20/2001,St. Martin's Press
16966,Le Royaume fantôme,Norton Juster,4.21,2013218478,9782013218474,fre,251,3,1/15/2003,Hachette Jeunesse
25365,Out,Natsuo Kirino\Stephen Snyder,3.92,1400078377,9781400078370,eng,400,18671,1/4/2005,Vintage
38592,Plants Bite Back! (DK Readers),Richard Platt,3.88,789447541,635517047547,eng,48,21,10/25/1999,DK Publishing (Dorling Kindersley)
33492,Secrets of New York (Call of Cthulhu RPG),William    Jones,3.63,1568821808,9781568821801,eng,180,27,6/12/2005,Chaosium
41485,I Heard That Song Before,Mary Higgins Clark,3.82,743264916,9780743264914,eng,318,545,4/3/2007,Simon & Schuster
11168,Day (The Night Trilogy  #3),Elie Wiesel\Anne Borchardt,3.84,809023091,9780809023097,eng,109,7332,3/21/2006,Hill and Wang
4832,Midnight's Children,Salman Rushdie,3.98,330267140,9780330267144,eng,463,364,4/8/1982,Picador
534,We Were Not Like Other People,Ephraim Sevela\Antonina W. Bouis,4.14,60255080,9780060255084,eng,216,1,1/1/1989,HarperCollins Publishers
40929,The Rise of Theodore Roosevelt,Edmund Morris,4.23,375756787,9780375756788,eng,780,36847,11/20/2001,Random House Trade Paperbacks
16298,A Murder Is Announced (Miss Marple  #5),Agatha Christie,3.98,1579126294,9781579126292,eng,288,33195,9/30/2006,Black Dog & Leventhal Publishers
7140,Crime and Punishment in America,Elliott Currie,3.83,805060162,9780805060164,eng,240,69,10/15/1998,Picador
43130,It's Winter,Linda Glaser\Glaser Linda\Susan Swan,3.64,761316809,9780761316800,eng,32,88,9/1/2002,First Avenue Editions (Tm)
36865,Richard Kern  Action,Richard Kern\Dian Hanson,3.84,3822856495,9783822856499,eng,280,13,2/1/2007,Taschen
1374,The Iliad,Homer\Robert Fitzgerald\Andrew Ford,3.86,374529051,9780374529055,en-US,588,692,4/3/2004,Farrar  Straus and Giroux
33293,Naked Economics: Undressing the Dismal Science,Charles Wheelan,4.03,393324869,9780393324860,eng,288,5719,9/17/2003,W. W. Norton  Company
35291,Jimmy Stewart: A Biography,Marc Eliot,3.85,1400052211,9781400052219,eng,463,955,11/6/2006,Harmony
4352,Hello! Is That Grandma?,Ian Whybrow\Deborah Allwright,3.53,439944392,9780439944397,en-GB,32,57,5/7/2007,Alison Green Books
14883,Die Wahrheit der letzten Stunde,Jodi Picoult,3.8,3404145844,9783404145843,ger,684,7,8/1/2001,Lübbe
22188,Gossip Girl (Gossip Girl  #1),Cecily von Ziegesar,3.52,316910333,9780316910330,eng,224,54400,4/1/2002,Little  Brown and Company
15836,Fugitive Pieces,Anne Michaels,3.93,679776591,9780679776598,eng,304,12209,5/26/1998,Vintage
13196,Quiver,Stephanie Spinner,3.51,440238196,9780440238195,en-US,177,837,4/12/2005,Laurel-Leaf Books
5332,Charles Dickens' A Christmas Carol,Jane Parker Resnick\Christian Birmingham,4.1,762408480,9780762408481,eng,56,58,10/11/2000,Running Press Kids
42078,Ukraine,Sarah Johnstone,3.91,186450336X,9781864503364,eng,216,27,7/1/2005,Lonely Planet
19485,The Book of Illusions,Paul Auster,3.85,571212182,9780571212187,eng,336,486,9/4/2003,Faber and Faber
28409,The Masterpiece,emile Zola\Roger Pearson,3.96,192839632,9780192839633,eng,464,1977,7/22/1999,Oxford University Press
34319,Code Word Kangaroo (Adam Sharp #6),George E. Stanley\Guy Francis,4.14,375826890,9780375826894,eng,48,5,9/28/2004,Random House Books for Young Readers
13180,The Private Parts of Women,Lesley Glaister,3.8,747526036,9780747526032,eng,288,22,9/1/2002,Bloomsbury Publishing PLC
16656,The Castle of  the Silver Wheel,Teresa Edgerton,3.94,441092756,9780441092758,eng,278,89,2/1/1993,Ace
35126,The Chronicles of Riddick,Alan Dean Foster,3.95,345468392,9780345468390,en-US,342,1389,12/18/2007,Del Rey Books
39106,Rosa,Nikki Giovanni\Bryan Collier,4.35,805071067,9780805071061,en-US,40,6097,10/1/2005,Henry Holt and Co. (BYR)
34154,What a Scare  Jesse Bear,Nancy White Carlstrom\Bruce Degen,3.47,689851901,9780689851902,en-US,32,104,3/21/2012,Aladdin
10971,Hydra's Ring (Outlanders  #39),James Axler,3.88,373638523,9780373638529,eng,348,25,11/1/2006,Gold Eagle
6628,The Big Over Easy (Nursery Crime  #1),Jasper Fforde,3.94,143037234,9780143037231,eng,383,27137,7/25/2006,Penguin
42661,The Fall of Berlin 1945,Antony Beevor,4.29,142002801,9780142002803,eng,490,10230,4/29/2003,Penguin Books
30976,Moon of the Spider (Diablo  #4),Richard A. Knaak,3.95,743471326,9780743471329,en-US,336,749,1/1/2006,Pocket Star
28074,Barrel Fever and Other Stories,David Sedaris\Amy Sedaris,3.79,1586212214,9781586212216,en-US,3,183,10/1/2001,Grand Central Publishing
28231,A Box of Matches,Nicholson Baker,3.67,375706038,9780375706035,eng,192,1679,3/9/2004,Vintage
400,Libra,Don DeLillo,3.99,140156046,9780140156041,eng,480,11857,5/1/1991,Penguin
19124,Children of the Star (Children of the Star  #1-3),Sylvia Engdahl,4.24,1892065142,9781892065148,eng,728,168,1/10/2000,Meisha Merlin Publishing
8227,Winter Days in the Big Woods,Laura Ingalls Wilder\Renee Graef,4.28,64433730,9780064433730,eng,32,1538,9/15/1995,HarperCollins
43603,The People of Paper,Salvador Plascencia,4.09,156032112,9780156032117,eng,256,4154,11/13/2006,Mariner Books
28484,Into the Labyrinth (The Death Gate Cycle  #6),Margaret Weis\Tracy Hickman,4.11,553567713,9780553567717,eng,441,18543,7/1/1994,Spectra Books
17309,This Present Darkness (Darkness  #1),Frank E. Peretti,4.22,1581345283,9781581345285,eng,376,86548,6/26/2003,Crossway Books
18817,Dostoevsky: The Years of Ordeal  1850-1859,Joseph Frank,4.43,691014221,9780691014227,eng,336,151,1/21/1987,Princeton University Press
12822,Cliffs Notes on Wiesel's Night,Maryam Riess,3.4,822008939,9780822008934,eng,80,5,8/22/1996,Cliffs Notes
39936,After,Francine Prose,3.49,60080833,9780060080839,eng,352,1782,5/11/2004,HarperTeen
6219,The Cross (Kristin Lavransdatter  #3),Sigrid Undset\Tiina Nunnally\Sherrill Harbison,4.29,141182350,9780141182353,eng,366,1803,4/1/2000,Penguin Classics
32625,Visions of Heaven and Hell,Clive Barker,4.32,847827372,9780847827374,eng,352,661,9/27/2005,Rizzoli
27557,Jackie After Jack: Portrait of the Lady,Christopher Andersen\Christopher Andersen,3.95,446607436,9780446607438,eng,592,373,3/1/1999,Grand Central Publishing
29738,Patrimony,Philip Roth,4.17,679752935,9780679752936,eng,240,2531,6/3/1996,Vintage
15474,God of Tarot (Tarot  #1),Piers Anthony,3.45,441294707,9780441294701,en-US,288,1737,3/1/1987,Ace
39309,The Damned (Vampire Huntress  #6),L.A. Banks,4.28,312934432,9780312934439,eng,492,1993,1/2/2007,St. Martin's Paperbacks
18603,The Mercy of Thin Air,Ronlyn Domingue,3.83,743278828,9780743278829,eng,336,4718,6/20/2006,Washington Square Press
10772,Can't Wait to Get to Heaven,Fannie Flagg\Cassandra Campbell,3.91,1415930686,9781415930687,eng,384,326,7/18/2006,Books on Tape
9431,Chicago Stories,James T. Farrell\Charles Fanning,3.89,252019814,9780252019814,en-US,296,38,6/1/1998,University of Illinois Press
16322,The A.B.C. Murders (Hercule Poirot  #13),Agatha Christie,4.01,1579126243,9781579126247,eng,252,69806,9/1/2006,Black Dog & Leventhal Publishers
43937,The Aeneid: A New Prose Translation,Virgil\David   West,3.84,140444572,9780140444575,eng,353,105,8/6/1991,Penguin Classics
31493,Standing in the Rainbow (Elmwood Springs  #2),Fannie Flagg,4.04,345452887,9780345452887,eng,560,13592,8/3/2004,Ballantine Books
41707,Atlantis Found (Dirk Pitt  #15),Clive Cussler,3.99,425204030,9780425204030,eng,530,21436,10/26/2004,Berkley Trade
27511,The Commanders,Bob Woodward,3.71,743234758,9780743234757,eng,400,527,1/1/2002,Simon & Schuster
38667,Pedro PAramo,Juan Rulfo,4.05,9685208557,9789685208550,spa,132,1386,12/1/2009,Editorial RM
45492,Northern Lights (His Dark Materials  #1),Philip Pullman,3.98,439994128,9780439994125,en-GB,399,836,9/14/2001,Scholastic Press
11119,The Annotated Gulliver's Travels,Jonathan Swift\Isaac Asimov,3.57,517539497,9780517539491,eng,298,57,10/29/1980,Random House Value Publishing
38530,Aftershock  (Sweet Valley High Super Edition  #12),Francine Pascal\Kate William,3.7,553492365,9780553492361,eng,227,286,11/10/1998,Bantam
24965,Fear and Trembling,Søren Kierkegaard\Alastair Hannay,4,143037579,9780143037576,eng,160,14185,5/30/2006,Penguin Books
27520,Katy and the Big Snow (Book & Cassette),Virginia Lee Burton,4.24,395959918,9780395959916,eng,40,0,8/30/1999,Houghton Mifflin Harcourt
7955,Empire (Empire  #1),Orson Scott Card,3.43,765316110,9780765316110,en-US,352,8577,11/28/2006,Tor Books
2767,A People's History of the United States,Howard Zinn,4.08,60838655,9780060838652,eng,729,167321,8/2/2005,Harper Perennial
20891,A Friar's Bloodfeud (Knights Templar  #20),Michael Jecks,4.1,755323009,9780755323005,eng,500,220,6/5/2006,Headline
16148,Empire of the Senseless,Kathy Acker,3.49,802131794,9780802131799,eng,240,1487,1/13/1994,Grove Press
34504,Wyrd Sisters (Discworld  #6; Witches #2),Terry Pratchett,4.13,61020664,9780061020667,eng,265,72785,2/6/2001,Hartorch
18022,Jeeves and the Mating Season (Jeeves  #9),P.G. Wodehouse\Jonathan Cecil,4.26,1572703199,9781572703193,eng,7,109,4/7/2003,AudioGO
826,The Big U,Neal Stephenson,3.25,380816032,9780380816033,en-US,308,4657,2/6/2001,William Morrow Paperbacks
3273,Moloka'i (Moloka'i #1),Alan Brennert,4.17,312304358,9780312304355,eng,405,91395,10/4/2004,St. Martin's Griffin
29044,The Secret History,Donna Tartt,4.1,1400031702,9781400031702,eng,559,234929,4/13/2004,Vintage
16928,The Riverside Milton,John Milton\Roy C. Flannagan,4.26,395809991,9780395809990,eng,1248,772,3/9/1998,Cengage Learning
34532,Hogfather (Discworld  #20; Death  #4),Terry Pratchett,4.23,552154288,9780552154284,eng,432,60162,10/2/2006,Corgi
39796,Sidetracked (Kurt Wallander  #5),Henning Mankell\Steven T. Murray,4.07,1400031567,9781400031566,eng,432,15178,5/13/2003,Vintage Crime/Black Lizard
25965,The Best American Sports Writing 2006,Michael     Lewis\Glenn Stout,3.75,618470220,9780618470228,eng,416,84,10/11/2006,Mariner Books
4830,Shalimar the Clown,Salman Rushdie,3.88,679783482,9780679783480,eng,398,11418,10/10/2006,Random House Trade
44758,The Silk Vendetta,Victoria Holt,3.82,449215482,9780449215487,eng,373,2261,11/27/1988,Ivy Books
11027,No me cogereis vivo: articulos 2001-2005,Arturo Perez-Reverte,4.16,8420469432,9788420469430,spa,537,199,11/10/2005,Alfaguara
21544,The Concrete Blonde (Harry Bosch  #3),Michael Connelly\Dick Hill,4.16,1596009209,9781596009202,en-US,12,132,5/25/2005,Brilliance Audio
33551,7 Steps to Midnight,Richard Matheson,3.48,765308371,9780765308375,en-US,320,423,7/18/2003,Forge Books
10261,The Art of Richard P. Feynman,Michelle Feynman,4.31,2884490477,9782884490474,en-US,174,13,7/1/1995,Routledge
41226,The Best American Nonrequired Reading 2004,Dave Eggers\Viggo Mortensen,3.86,618341234,9780618341238,en-US,407,1234,10/14/2004,Houghton Mifflin
34789,The Boomer Bible,R.F. Laird,4.23,1563050757,9781563050756,eng,880,209,1/10/1991,Workman Publishing Company
15581,Ferdydurke,Witold Gombrowicz\Danuta Borchardt,3.86,300082401,9780300082401,eng,320,8193,8/11/2000,Yale University Press
7958,Sarah (Women of Genesis  #1),Orson Scott Card,3.88,765341174,9780765341174,eng,341,9828,9/17/2001,Forge
28371,Witch Grass,Raymond Queneau\Barbara Wright,3.93,1590170318,9781590170311,eng,328,335,1/31/2003,NYRB Classics
44146,Maigret in Holland,Georges Simenon,3.59,156028522,9780156028523,en-US,180,265,6/16/2003,Mariner Books
35811,The Collected Stories of Arthur C. Clarke,Arthur C. Clarke,4.29,312878605,9780312878603,eng,966,4150,1/14/2002,Tom Doherty Associates/Orb Books
12880,Black Lamb and Grey Falcon,Rebecca West\Christopher Hitchens,4.23,014310490X,9780143104902,eng,1181,1623,1/30/2007,Penguin Classics
17246,Macbeth,William Shakespeare\Paul Werstine\Barbara A. Mowat,3.9,743482794,9780743482790,eng,272,522,8/1/2004,Simon  Schuster
3973,Ilium (Ilium  #1),Dan Simmons,4.03,380817926,9780380817924,eng,752,21973,6/28/2005,HarperTorch
6184,Wuthering Heights,Emily Bronte,3.85,140620125,9780140620122,eng,279,2155,1/13/2007,Penguin Books
31463,Far From the Madding Crowd,Thomas Hardy\Rosemarie Morgan\Shannon Russell,3.94,141439653,9780141439655,eng,433,104912,2/27/2003,Penguin Books
22364,JLA: Earth 2,Grant Morrison\Frank Quitely,3.97,1563896311,9781563896316,eng,96,5165,10/1/2000,DC Comics
44509,The Best American Travel Writing 2006,Tim Cahill,3.94,618582150,9780618582150,eng,352,492,10/11/2006,Mariner Books
43015,A Long Way Gone: Memoirs of a Boy Soldier,Ishmael Beah,4.16,374105235,9780374105235,eng,229,147820,2/13/2007,Sarah Crichton Books
3145,Drina Ballerina,Jean Estoril,4.16,750005947,9780750005944,eng,188,8,1/17/1991,Hodder
356,Time for the Stars (Heinlein's Juveniles  #10),Robert A. Heinlein,3.97,765314932,9780765314932,eng,256,6898,8/8/2006,Tor Books
23552,The New Big Book of America,Todd Davis\Marc Frey,5,762412631,9780762412631,eng,56,2,3/21/2002,Courage Books
9155,Boys or Ballet? (Royal Ballet School Diaries  #8),Alexandra Moss,3.92,448442515,9780448442518,eng,144,93,8/3/2006,Grosset & Dunlap
20051,The Nature of the Child,Jerome Kagan,3.42,465048528,9780465048526,eng,352,12,5/13/1994,Basic Books
10537,The Art of War,Sun Tzu\Ralph D. Sawyer,3.97,1402561016,9781402561016,eng,5,72,6/1/2003,Recorded Books  Inc.
12620,The Chomsky Reader,Noam Chomsky,3.98,1852421177,9781852421175,eng,492,1643,6/1/1988,Serpent's Tail
40259,World Atlas of Great Apes and their Conservation,Julian Caldecott\Lera Miles,4.5,520246330,9780520246331,en-GB,456,10,11/1/2005,University of California Press
19908,Master of Swords (Mageverse #4),Angela Knight,4.2,425209210,9780425209219,eng,294,2801,10/3/2006,Berkley Sensation
22331,Stable Strategies and Others,Eileen Gunn\Howard Waldrop\William Gibson,3.77,189239118X,9781892391186,eng,208,104,9/1/2004,Tachyon Publications
40385,The Master Mind of Mars (Barsoom #6),Edgar Rice Burroughs,3.85,345334248,9780345334244,eng,160,3949,4/12/1979,Ballantine Books
2049,The High Window (Philip Marlowe  #3),Raymond Chandler,4.08,394758269,9780394758268,eng,265,13233,8/12/1992,Vintage Crime/Black Lizard
4990,Inside the Red Tent,Sandra Hack Polaski,3.96,827230281,9780827230286,eng,100,181,7/1/2006,Chalice Press
13276,An Introduction to the Old Testament Poetic Books,C. Hassell Bullock,3.68,802441416,9780802441416,eng,392,39,8/8/1988,Moody Publishers (Chicago)
19610,Chilly Scenes of Winter,Ann Beattie,3.91,679732349,9780679732341,en-GB,288,1045,1/2/1991,Vintage
5821,Casino Royale,Ian Fleming,3.73,141187581,9780141187587,eng,181,371,6/3/2004,Penguin Books  Limited (UK)
25922,Love Mode  Vol. 5,Yuki Shimizu,4.32,1598160141,9781598160147,eng,192,582,5/1/2007,Blu
10514,Travels in Hyperreality,Umberto Eco\John Radziewicz\William Weaver,3.89,156913216,9780156913218,eng,324,2021,5/27/1990,Mariner Books
42891,Journeys in English,Bill Bryson,3.72,563496266,9780563496267,eng,3,510,2/2/2004,BBC Physical Audio
1715,Metamorphoses,Ovid\David Raeburn\Denis Feeney,4.05,014044789X,9780140447897,eng,723,48223,8/3/2004,Penguin
3343,Boogaloo on 2nd Avenue,Mark Kurlansky,3.17,345448197,9780345448194,eng,319,191,2/28/2006,Random House Trade
11101,First Comes Love (Hot Water  California #1),Christie Ridgway,3.81,380818957,9780380818952,en-US,384,1051,1/1/2002,Avon Books
7264,Dominion (Ollie Chandler #2),Randy Alcorn,4.22,1590525930,9781590525937,eng,603,4180,5/1/2006,Multnomah Books
17783,Corazon de mar (Gallagher  #3),Nora Roberts\Juan Larrea,4.15,8466307257,9788466307253,spa,396,12,7/1/2002,Punto de Lectura
35108,Return of the Straight Dope,Cecil Adams\Ed Zotti\Slug Signorino,4.22,345381114,9780345381118,eng,448,220,3/12/1999,Ballantine
14551,The Perfume Factory,Alex Austin,4.18,1790877792,9781790877799,eng,227,9,12/12/2018,Kindle
23840,The Attraction,Douglas Clegg,3.62,843954116,9780843954111,eng,324,386,4/1/2006,Leisure Books
8060,Madame Je-Sais-Tout,Roger Hargreaves,3.77,2010189140,9782010189142,fre,36,1,5/31/1997,Hachette
26,The Lost Continent: Travels in Small Town America,Bill Bryson,3.83,60920084,9780060920081,eng,299,45712,8/28/1990,William Morrow Paperbacks
11121,Gulliver's Travels,Jonathan Swift\Robert A. Greenberg,3.57,393099415,9780393099416,eng,432,174,3/1/1980,W. W. Norton & Company
9298,Last Chance Saloon,Marian Keyes,3.81,60086246,9780060086244,en-US,528,35784,5/27/2003,HarperCollins Publishers
4924,Three Men in a Boat: To Say Nothing of the Dog,Jerome K. Jerome,3.89,1904919529,9781904919520,eng,272,52,3/1/2005,Collectors Library
23791,Ward No. 6 and Other Stories,Anton Chekhov\David Plante\Constance Garnett,4.33,1593080034,9781593080037,en-US,400,6988,7/1/2003,Barnes  Noble Classics
24001,Soldados de Salamina,Javier Cercas,3.81,8483101610,9788483101612,spa,209,4382,9/1/2001,Tusquets
33541,A Short History of World War I,James L. Stokesbury,3.95,688001297,9780688001292,eng,352,353,2/1/1981,William Morrow Paperbacks
4273,About a Boy,Nick Hornby,3.8,141007338,9780141007335,eng,278,825,4/4/2002,Penguin
20023,The White Road (Morland Dynasty  #28),Cynthia Harrod-Eagles,4.27,751533459,9780751533453,eng,480,195,11/1/2006,Little  Brown Book Group
20250,The Battle Of Corrin (Legends of Dune  #3),Brian Herbert\Kevin J. Anderson,3.74,340823372,9780340823378,eng,624,59,9/1/2004,Hodder & Stoughton Ltd
43282,Happy Endings: Finishing the Edges of Your Quilts,Mimi Dietrich,4.25,1564775003,9781564775009,en-US,80,24,6/4/2013,That Patchwork Place
2107,Falconry & Hawking,Phillip Glasier,4.31,713484071,9780713484076,eng,352,51,2/1/2006,Batsford
26048,Dream Makers: Untamed / Less of a Stranger,Nora Roberts,3.8,373285248,9780373285242,eng,411,989,9/19/2006,Silhouette Books
6858,Hot Six (Stephanie Plum  #6),Janet Evanovich,4.19,312976275,9780312976279,eng,336,108961,6/15/2001,St. Martin's Paperbacks
27831,Eugene Onegin,Alexander Pushkin\Tom Beck,4.09,1903517281,9781903517284,eng,262,10,3/1/2006,Dedalus
39504,The Girl with the Long Green Heart,Lawrence Block,3.75,843955856,9780843955859,eng,251,1236,11/1/2005,Hard Crime Case
15047,The Passion,Jeanette Winterson,4.11,802135226,9780802135223,eng,176,15572,8/7/1997,Grove Press
34084,The Waste Lands (The Dark Tower  #3),Stephen King\Ned Dameron,4.24,670032565,9780670032563,eng,422,145740,6/23/2003,Viking Adult
45442,La venganza de Opal (Artemis Fowl  #4),Eoin Colfer\Ana Alcaina,4.05,307344673,9780307344670,spa,368,42,11/1/2005,Random House Mondadori
14007,Owlknight (Owl Mage Trilogy  #3),Mercedes Lackey\Larry Dixon,3.98,886779162,9780886779160,eng,450,8045,11/1/2000,DAW
3705,The Third Man & The Fallen Idol,Graham Greene,3.77,014018533X,9780140185331,eng,157,1322,7/1/1992,Penguin Books Ltd
2661,To Kill a Mockingbird,Harper Lee,4.27,61205699,9780061205699,en-US,323,271,10/17/2006,Harper
3444,Northern Lights,Tim O'Brien,3.29,767904419,9780767904414,eng,372,981,9/1/1999,Broadway Books
7733,Gulliver's Travels,Jonathan Swift\Robert DeMaria Jr.,3.57,141439491,9780141439495,eng,306,194738,1/30/2003,Penguin
33574,Hawkes Harbor,S.E. Hinton,3.13,765344726,9780765344724,en-US,289,2157,10/1/2005,Tor Books
5066,Jackdaws,Ken Follett,3.97,451207521,9780451207524,eng,496,367,11/26/2002,Signet
23378,Counting Christmas,Karen Katz,3.53,689849257,9780689849251,eng,32,154,10/1/2003,Margaret K. McElderry Books
2315,Below the Root,Zilpha Keatley Snyder\Alton Raible,4.08,689304579,9780689304576,eng,231,41,1/1/1975,Atheneum Books
17671,Liars and Saints,Maile Meloy,3.6,743261984,9780743261982,eng,272,2270,7/13/2004,Scribner
